make model,rid,source_url,id,dl,make,model,vehicle_type,car_registration_date,listing_price,depreciation,category_1,engine_cap,transmission,mileage,no_of_owners,coe,omv,arf,availability,posted_on,last_updated_on,company_name,road_tax,category_2,category_3
Audi A1 1.4A TFSI S-tronic,6366,https://www.sgcarmart.com/used_cars/info.php?ID=783981&DL=1000,783981,1000,Audi,A1 1.4A TFSI S-tronic,Hatchback,10/3/12 0:00,54800,9440,PARF Car,1390,Auto,71600,2,66889,36952,36952,Available,11/15/18 0:00,11/22/18 0:00,,620, Direct Owner Sale,
Audi A1 1.4A TFSI S-tronic,5939,https://www.sgcarmart.com/used_cars/info.php?ID=727029&DL=1000,727029,1000,Audi,A1 1.4A TFSI S-tronic,Hatchback,4/26/12 0:00,57000,12830,PARF Car,1390,Auto,97000,1,58501,26495,26495,Available,11/17/18 0:00,11/26/18 0:00,,620, Direct Owner Sale,
Audi A1 1.4A TFSI S-tronic,6031,https://www.sgcarmart.com/used_cars/info.php?ID=783285&DL=2304,783285,2304,Audi,A1 1.4A TFSI S-tronic,Hatchback,4/24/12 0:00,45800,9750,PARF Car,1390,Auto,96000,2,64201,25218,25218,Available,11/16/18 0:00,11/16/18 0:00,Wise Auto Pte Ltd,620,,
Audi A1 1.4A TFSI S-tronic,4493,https://www.sgcarmart.com/used_cars/info.php?ID=770065&DL=3301,770065,3301,Audi,A1 1.4A TFSI S-tronic,Hatchback,4/20/12 0:00,46000,9350,PARF Car,1390,Auto,63365,2,64201,28495,28495,Available,11/21/18 0:00,11/21/18 0:00,Allmotoring.sg,620, Premium Ad Car, Low Mileage Car
Audi A1 1.4A TFSI S-tronic,5500,https://www.sgcarmart.com/used_cars/info.php?ID=780045&DL=1000,780045,1000,Audi,A1 1.4A TFSI S-tronic,Hatchback,1/19/12 0:00,40800,8890,PARF Car,1390,Auto,107860,2,48112,25679,25679,Available,11/18/18 0:00,11/26/18 0:00,,620, Direct Owner Sale,
Audi A1 1.4A TFSI S-tronic,5416,https://www.sgcarmart.com/used_cars/info.php?ID=784732&DL=3486,784732,3486,Audi,A1 1.4A TFSI S-tronic,Hatchback,12/30/11 0:00,39900,8860,PARF Car,1390,Auto,60000,4,52392,25047,25047,Available,11/18/18 0:00,11/18/18 0:00,Craft Auto Pte Ltd,620, Low Mileage Car,
Audi A1 1.4A TFSI S-tronic,11676,https://www.sgcarmart.com/used_cars/info.php?ID=755408&DL=1079,755408,1079,Audi,A1 1.4A TFSI S-tronic,Hatchback,9/8/11 0:00,41800,10100,PARF Car,1390,Auto,85000,1,51000,27500,27500,Available,9/26/18 0:00,11/22/18 0:00,Faster Auto Trading,620,,
Audi A1 1.4A TFSI S-tronic,5894,https://www.sgcarmart.com/used_cars/info.php?ID=779368&DL=1000,779368,1000,Audi,A1 1.4A TFSI S-tronic,Hatchback,5/26/11 0:00,42800,10840,PARF Car,1390,Auto,0,4,46989,31546,31546,Available,11/17/18 0:00,11/17/18 0:00,,620, Direct Owner Sale,
Audi A1 1.4A TFSI S-tronic,10569,https://www.sgcarmart.com/used_cars/info.php?ID=764617&DL=1377,764617,1377,Audi,A1 1.4A TFSI S-tronic,Hatchback,5/6/11 0:00,34800,9140,PARF Car,1390,Auto,0,2,44790,25050,25050,Available,10/13/18 0:00,11/19/18 0:00,Twin Wheels Auto Trading Enterprise,620,,
Audi A1 1.4A TFSI S-tronic,2166,https://www.sgcarmart.com/used_cars/info.php?ID=785151&DL=2875,785151,2875,Audi,A1 1.4A TFSI S-tronic,Hatchback,4/27/11 0:00,34888,8970,PARF Car,1390,Auto,104000,2,43212,26477,26477,Available,11/24/18 0:00,11/24/18 0:00,Euro Performance Asia Pte Ltd,620,,
Audi A1 1.4A TFSI S-tronic,472,https://www.sgcarmart.com/used_cars/info.php?ID=786603&DL=1000,786603,1000,Audi,A1 1.4A TFSI S-tronic,Hatchback,3/31/11 0:00,33800,8600,PARF Car,1390,Auto,123000,2,37124,27357,27357,Available,11/27/18 0:00,11/27/18 0:00,,620, Direct Owner Sale,
Audi A1 Sportback 1.0A TFSI S-tronic,6656,https://www.sgcarmart.com/used_cars/info.php?ID=732253&DL=3383,732253,3383,Audi,A1 Sportback 1.0A TFSI S-tronic,Hatchback,10/10/17 0:00,84000,8990,PARF Car,999,Auto,9900,1,41761,22463,8449,Available,11/14/18 0:00,11/27/18 0:00,Audax Auto Pte Ltd,392, Premium Ad Car, Low Mileage Car
Audi A1 Sportback 1.0A TFSI S-tronic,8135,https://www.sgcarmart.com/used_cars/info.php?ID=781981&DL=2515,781981,2515,Audi,A1 Sportback 1.0A TFSI S-tronic,Hatchback,6/15/17 0:00,79800,8840,PARF Car,999,Auto,19381,1,45201,22449,8429,Available,11/5/18 0:00,11/21/18 0:00,GMA Auto Enterprise LLP,392,,
Audi A1 Sportback 1.0A TFSI S-tronic,2229,https://www.sgcarmart.com/used_cars/info.php?ID=786109&DL=3074,786109,3074,Audi,A1 Sportback 1.0A TFSI S-tronic,Hatchback,4/27/17 0:00,78800,8860,PARF Car,999,Auto,22755,1,48556,22457,8440,Available,11/24/18 0:00,11/27/18 0:00,Trillium Automobile Pte Ltd,392,,
Audi A1 Sportback 1.0A TFSI S-tronic,10993,https://www.sgcarmart.com/used_cars/info.php?ID=758628&DL=2908,758628,2908,Audi,A1 Sportback 1.0A TFSI S-tronic,Hatchback,2/14/17 0:00,85000,9930,PARF Car,999,Auto,16900,1,48401,21256,6759,Available,10/7/18 0:00,10/7/18 0:00,Carro,392, Consignment Car, Low Mileage Car
Audi A1 Sportback 1.0A TFSI S-tronic,4006,https://www.sgcarmart.com/used_cars/info.php?ID=785261&DL=2688,785261,2688,Audi,A1 Sportback 1.0A TFSI S-tronic,Hatchback,1/27/16 0:00,69800,9140,PARF Car,999,Auto,51000,1,51301,22514,8520,Available,11/22/18 0:00,11/23/18 0:00,Choon Hub Motor Pte Ltd,392, Premium Ad Car,
Audi A1 Sportback 1.0A TFSI S-tronic,8083,https://www.sgcarmart.com/used_cars/info.php?ID=752070&DL=1463,752070,1463,Audi,A1 Sportback 1.0A TFSI S-tronic,Hatchback,7/31/15 0:00,66999,9390,PARF Car,999,Auto,35000,1,55889,22561,8586,Available,11/6/18 0:00,11/26/18 0:00,Premium Automobiles,392, Premium Ad Car,
Audi A1 Sportback 1.0A TFSI S-tronic,7454,https://www.sgcarmart.com/used_cars/info.php?ID=767111&DL=2908,767111,2908,Audi,A1 Sportback 1.0A TFSI S-tronic,Hatchback,7/9/15 0:00,63500,8950,PARF Car,999,Auto,39000,2,58700,22555,8577,Available,11/10/18 0:00,11/10/18 0:00,Carro,392, Consignment Car,
Audi A3 Cabriolet 1.4A TFSI S-tronic,8704,https://www.sgcarmart.com/used_cars/info.php?ID=725202&DL=2688,725202,2688,Audi,A3 Cabriolet 1.4A TFSI S-tronic,Sports Car,7/10/17 0:00,153151,15790,PARF Car,1395,Auto,6648,1,42801,33591,34028,Available,11/2/18 0:00,11/23/18 0:00,Choon Hub Motor Pte Ltd,624, Low Mileage Car,
Audi A3 Cabriolet 1.4A TFSI S-tronic,2163,https://www.sgcarmart.com/used_cars/info.php?ID=745489&DL=2097,745489,2097,Audi,A3 Cabriolet 1.4A TFSI S-tronic,Sports Car,8/19/16 0:00,121800,13490,PARF Car,1395,Auto,24470,1,53334,34308,35032,Available,11/24/18 0:00,11/27/18 0:00,ValueCars Auto Traders,624,,
Audi A3 Cabriolet 1.4A TFSI S-tronic,2860,https://www.sgcarmart.com/used_cars/info.php?ID=771038&DL=3097,771038,3097,Audi,A3 Cabriolet 1.4A TFSI S-tronic,Sports Car,6/24/15 0:00,99800,12730,PARF Car,1395,Auto,77000,1,61000,39433,32207,Available,11/24/18 0:00,11/25/18 0:00,Cars & Yachts Pte Ltd,624,,
Audi A3 Cabriolet 1.4A TFSI S-tronic,10241,https://www.sgcarmart.com/used_cars/info.php?ID=772438&DL=1000,772438,1000,Audi,A3 Cabriolet 1.4A TFSI S-tronic,Sports Car,4/17/15 0:00,110000,15050,PARF Car,1395,Auto,30100,1,67749,36242,27739,Available,10/17/18 0:00,11/26/18 0:00,,624, Direct Owner Sale, Low Mileage Car
Audi A3 Cabriolet 1.4A TFSI S-tronic,3212,https://www.sgcarmart.com/used_cars/info.php?ID=782580&DL=3049,782580,3049,Audi,A3 Cabriolet 1.4A TFSI S-tronic,Sports Car,1/26/15 0:00,96000,13320,PARF Car,1395,Auto,48000,1,65001,36227,27718,Available,11/23/18 0:00,11/23/18 0:00,Motorist Pte Ltd,624, Consignment Car,
Audi A3 Cabriolet 1.4A TFSI S-tronic,2951,https://www.sgcarmart.com/used_cars/info.php?ID=777946&DL=1400,777946,1400,Audi,A3 Cabriolet 1.4A TFSI S-tronic,Sports Car,10/29/14 0:00,97800,13790,PARF Car,1395,Auto,25000,2,62000,39439,32215,Available,11/24/18 0:00,11/27/18 0:00,Auto Zoom Enterprise Pte Ltd,624, Premium Ad Car, Low Mileage Car
Audi A3 Cabriolet 1.8A TFSI S-tronic,11217,https://www.sgcarmart.com/used_cars/info.php?ID=774403&DL=3179,774403,3179,Audi,A3 Cabriolet 1.8A TFSI S-tronic,Sports Car,1/10/11 0:00,50000,13650,PARF Car,1798,Auto,69000,2,46001,42119,42119,Available,10/3/18 0:00,11/11/18 0:00,Vision Autotrader Pte Ltd,976, Premium Ad Car, Low Mileage Car
Audi A3 Cabriolet 1.8A TFSI S-tronic,9713,https://www.sgcarmart.com/used_cars/info.php?ID=662966&DL=2795,662966,2795,Audi,A3 Cabriolet 1.8A TFSI S-tronic,Sports Car,4/1/10 0:00,38800,13330,PARF Car,1798,Auto,0,3,36089,41809,41809,Available,10/23/18 0:00,11/25/18 0:00,Gen Y Automobile,976,,
Audi A3 Cabriolet 1.8A TFSI S-tronic,3061,https://www.sgcarmart.com/used_cars/info.php?ID=752665&DL=2550,752665,2550,Audi,A3 Cabriolet 1.8A TFSI S-tronic,Sports Car,11/9/09 0:00,38888,18950,PARF Car,1798,Auto,121888,2,18109,41849,41849,Available,11/24/18 0:00,11/24/18 0:00,A Asset Automobile Pte Ltd,976,,
Audi A3 Cabriolet 1.8A TFSI S-tronic,5360,https://www.sgcarmart.com/used_cars/info.php?ID=784777&DL=3214,784777,3214,Audi,A3 Cabriolet 1.8A TFSI S-tronic,Sports Car,7/31/09 0:00,32800,17650,PARF Car,1798,Auto,82680,5,0,41906,41906,Available,11/18/18 0:00,11/21/18 0:00,Car Search,976, Consignment Car, Low Mileage Car
Audi A3 Sedan 1.0A TFSI S-tronic,823,https://www.sgcarmart.com/used_cars/info.php?ID=786497&DL=2003,786497,2003,Audi,A3 Sedan 1.0A TFSI S-tronic,Luxury Sedan,5/16/18 0:00,107999,10060,PARF Car,999,Auto,3000,1,38389,23892,25449,Available,11/26/18 0:00,11/26/18 0:00,Premium Automobiles,392, Almost New Car, Premium Ad Car
Audi A3 Sedan 1.0A TFSI S-tronic,666,https://www.sgcarmart.com/used_cars/info.php?ID=785350&DL=2175,785350,2175,Audi,A3 Sedan 1.0A TFSI S-tronic,Luxury Sedan,2/1/18 0:00,103800,9790,PARF Car,999,Auto,10788,1,36890,25556,27779,Available,11/27/18 0:00,11/27/18 0:00,Roadlink Auto Pte Ltd,392, Almost New Car,
Audi A3 Sedan 1.0A TFSI S-tronic,1466,https://www.sgcarmart.com/used_cars/info.php?ID=786347&DL=2563,786347,2563,Audi,A3 Sedan 1.0A TFSI S-tronic,Luxury Sedan,5/29/17 0:00,94800,10180,PARF Car,999,Auto,31618,1,51106,24616,16463,Available,11/25/18 0:00,11/25/18 0:00,Prem Roy Motoring,392, Consignment Car,
Audi A3 Sedan 1.0A TFSI S-tronic,6301,https://www.sgcarmart.com/used_cars/info.php?ID=755315&DL=2908,755315,2908,Audi,A3 Sedan 1.0A TFSI S-tronic,Luxury Sedan,2/27/17 0:00,89500,9850,PARF Car,999,Auto,20100,1,49430,24614,16460,Available,11/15/18 0:00,11/27/18 0:00,Carro,392, Premium Ad Car,
Audi A3 Sedan 1.0A TFSI S-tronic,8074,https://www.sgcarmart.com/used_cars/info.php?ID=775600&DL=1463,775600,1463,Audi,A3 Sedan 1.0A TFSI S-tronic,Luxury Sedan,1/26/17 0:00,97999,10990,PARF Car,999,Auto,27000,1,50389,24614,16460,Available,11/6/18 0:00,11/26/18 0:00,Premium Automobiles,392, Premium Ad Car,
Audi A3 Sedan 1.0A TFSI S-tronic,1620,https://www.sgcarmart.com/used_cars/info.php?ID=777235&DL=2875,777235,2875,Audi,A3 Sedan 1.0A TFSI S-tronic,Luxury Sedan,12/28/16 0:00,92800,10460,PARF Car,999,Auto,16700,1,49751,24583,16417,Available,11/25/18 0:00,11/25/18 0:00,Euro Performance Asia Pte Ltd,392, Premium Ad Car, Low Mileage Car
Audi A3 Sedan 1.4A TFSI Ambiente,8060,https://www.sgcarmart.com/used_cars/info.php?ID=773844&DL=1463,773844,1463,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,12/30/15 0:00,87999,10950,PARF Car,1395,Auto,28000,1,57501,27642,20699,Available,11/6/18 0:00,11/26/18 0:00,Premium Automobiles,624, Premium Ad Car, Low Mileage Car
Audi A3 Sedan 1.4A TFSI Ambiente,4186,https://www.sgcarmart.com/used_cars/info.php?ID=772104&DL=2563,772104,2563,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,10/31/15 0:00,76800,9590,PARF Car,1395,Auto,32000,3,60000,27654,20716,Available,11/22/18 0:00,11/22/18 0:00,Prem Roy Motoring,624, Consignment Car,
Audi A3 Sedan 1.4A TFSI Ambiente,9569,https://www.sgcarmart.com/used_cars/info.php?ID=763137&DL=2904,763137,2904,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,9/18/15 0:00,78300,9980,PARF Car,1395,Auto,60000,1,57089,27587,20622,Available,10/25/18 0:00,11/17/18 0:00,Wheels Singapore Pte Ltd,624, Consignment Car,
Audi A3 Sedan 1.4A TFSI Ambiente,8085,https://www.sgcarmart.com/used_cars/info.php?ID=741358&DL=1463,741358,1463,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,8/26/15 0:00,81999,10620,PARF Car,1395,Auto,61000,1,56209,27592,20629,Available,11/6/18 0:00,11/26/18 0:00,Premium Automobiles,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Ambiente,1996,https://www.sgcarmart.com/used_cars/info.php?ID=728806&DL=1000,728806,1000,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,8/19/15 0:00,95500,12660,PARF Car,1395,Auto,18000,2,56209,27592,20629,Available,11/25/18 0:00,11/26/18 0:00,,624, Direct Owner Sale, Low Mileage Car
Audi A3 Sedan 1.4A TFSI Ambiente,4559,https://www.sgcarmart.com/used_cars/info.php?ID=784182&DL=1054,784182,1054,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,7/31/15 0:00,79800,10410,PARF Car,1395,Auto,58000,1,55889,27583,20617,Available,11/21/18 0:00,11/21/18 0:00,Dickson Automobile,624,,
Audi A3 Sedan 1.4A TFSI Ambiente,6916,https://www.sgcarmart.com/used_cars/info.php?ID=752912&DL=3219,752912,3219,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,7/16/15 0:00,89800,11980,PARF Car,1395,Auto,44000,1,58700,27583,20617,Available,11/13/18 0:00,11/23/18 0:00,VMG Auto Pte Ltd,624,,
Audi A3 Sedan 1.4A TFSI Ambiente,4985,https://www.sgcarmart.com/used_cars/info.php?ID=742144&DL=3069,742144,3069,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,5/26/15 0:00,77000,10650,PARF Car,1395,Auto,57000,1,68589,27633,15687,Available,11/20/18 0:00,11/20/18 0:00,Crownston Bleu Pte Ltd,624, Consignment Car,
Audi A3 Sedan 1.4A TFSI Ambiente,3261,https://www.sgcarmart.com/used_cars/info.php?ID=778787&DL=2634,778787,2634,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,5/25/15 0:00,72800,10000,PARF Car,1395,Auto,84331,1,68589,27633,15687,Available,11/23/18 0:00,11/27/18 0:00,Avant Automobile Pte Ltd,624,,
Audi A3 Sedan 1.4A TFSI Ambiente,8059,https://www.sgcarmart.com/used_cars/info.php?ID=773851&DL=1463,773851,1463,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,5/12/15 0:00,77999,10910,PARF Car,1395,Auto,42000,1,68589,27195,15073,Available,11/6/18 0:00,11/26/18 0:00,Premium Automobiles,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Ambiente,8372,https://www.sgcarmart.com/used_cars/info.php?ID=781672&DL=3175,781672,3175,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,3/26/15 0:00,77800,11100,PARF Car,1395,Auto,43600,1,64700,27195,15073,Available,11/3/18 0:00,11/18/18 0:00,Monster Motors Pte Ltd,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Ambiente,6951,https://www.sgcarmart.com/used_cars/info.php?ID=781688&DL=3175,781688,3175,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,3/26/15 0:00,68800,9680,OPC Car,1395,Auto,55000,1,47700,27195,15073,Available,11/12/18 0:00,11/18/18 0:00,Monster Motors Pte Ltd,124, PARF Car, Premium Ad Car
Audi A3 Sedan 1.4A TFSI Ambiente,1619,https://www.sgcarmart.com/used_cars/info.php?ID=779052&DL=2875,779052,2875,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,3/26/15 0:00,72800,10310,PARF Car,1395,Auto,62500,2,64700,27183,15057,Available,11/25/18 0:00,11/26/18 0:00,Euro Performance Asia Pte Ltd,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Ambiente,4936,https://www.sgcarmart.com/used_cars/info.php?ID=751804&DL=1107,751804,1107,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,3/12/15 0:00,76800,11010,PARF Car,1395,Auto,56000,1,61410,27195,15073,Available,11/20/18 0:00,11/27/18 0:00,Chin Lian Seng Motor Trading,624,,
Audi A3 Sedan 1.4A TFSI Ambiente,1629,https://www.sgcarmart.com/used_cars/info.php?ID=781096&DL=2875,781096,2875,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,2/27/15 0:00,84000,12220,PARF Car,1395,Auto,25000,1,57199,27195,15073,Available,11/25/18 0:00,11/26/18 0:00,Euro Performance Asia Pte Ltd,624, Premium Ad Car, Low Mileage Car
Audi A3 Sedan 1.4A TFSI Ambiente,9789,https://www.sgcarmart.com/used_cars/info.php?ID=777492&DL=3383,777492,3383,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,1/22/15 0:00,73000,10630,PARF Car,1395,Auto,47000,1,66010,27186,15061,Available,10/22/18 0:00,11/27/18 0:00,Audax Auto Pte Ltd,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Ambiente,8077,https://www.sgcarmart.com/used_cars/info.php?ID=772923&DL=1463,772923,1463,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,12/22/14 0:00,73999,10850,PARF Car,1395,Auto,60000,1,65889,28022,16231,Available,11/6/18 0:00,11/26/18 0:00,Premium Automobiles,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Ambiente,2361,https://www.sgcarmart.com/used_cars/info.php?ID=786049&DL=3049,786049,3049,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,10/15/14 0:00,64800,9730,PARF Car,1395,Auto,68000,3,63880,27197,15076,Available,11/24/18 0:00,11/26/18 0:00,Motorist Pte Ltd,624, Consignment Car,
Audi A3 Sedan 1.4A TFSI Ambiente,1659,https://www.sgcarmart.com/used_cars/info.php?ID=747746&DL=2875,747746,2875,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,6/26/14 0:00,67800,10690,PARF Car,1395,Auto,37000,1,61899,28020,16228,Available,11/25/18 0:00,11/25/18 0:00,Euro Performance Asia Pte Ltd,624, Premium Ad Car, Low Mileage Car
Audi A3 Sedan 1.4A TFSI Ambiente,11181,https://www.sgcarmart.com/used_cars/info.php?ID=774689&DL=3425,774689,3425,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,4/15/14 0:00,66800,11010,PARF Car,1395,Auto,0,2,77400,27212,15097,Available,10/4/18 0:00,10/19/18 0:00,Boss Detailing Singapore Pte Ltd,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Ambiente,10539,https://www.sgcarmart.com/used_cars/info.php?ID=703854&DL=1000,703854,1000,Audi,A3 Sedan 1.4A TFSI Ambiente,Luxury Sedan,2/24/14 0:00,75800,13020,PARF Car,1395,Auto,55000,1,77201,27204,15086,Available,10/14/18 0:00,11/27/18 0:00,,624, Direct Owner Sale,
Audi A3 Sedan 1.4A TFSI Attraction,7855,https://www.sgcarmart.com/used_cars/info.php?ID=782360&DL=2908,782360,2908,Audi,A3 Sedan 1.4A TFSI Attraction,Luxury Sedan,10/31/16 0:00,92000,10530,PARF Car,1395,Auto,19472,1,54200,25069,17097,Available,11/7/18 0:00,11/7/18 0:00,Carro,624, Consignment Car, Low Mileage Car
Audi A3 Sedan 1.4A TFSI Attraction,11332,https://www.sgcarmart.com/used_cars/info.php?ID=773888&DL=2563,773888,2563,Audi,A3 Sedan 1.4A TFSI Attraction,Luxury Sedan,10/26/16 0:00,86800,9890,PARF Car,1395,Auto,60000,1,50991,25068,17096,Available,10/1/18 0:00,11/22/18 0:00,Prem Roy Motoring,624, Consignment Car,
Audi A3 Sedan 1.4A TFSI Attraction,1370,https://www.sgcarmart.com/used_cars/info.php?ID=770657&DL=3093,770657,3093,Audi,A3 Sedan 1.4A TFSI Attraction,Luxury Sedan,8/11/16 0:00,87800,10280,PARF Car,1395,Auto,23000,1,52503,25074,17104,Available,11/26/18 0:00,11/26/18 0:00,Cargent Pte Ltd,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Attraction,3376,https://www.sgcarmart.com/used_cars/info.php?ID=738811&DL=2961,738811,2961,Audi,A3 Sedan 1.4A TFSI Attraction,Luxury Sedan,7/21/16 0:00,83800,9840,PARF Car,1395,Auto,45000,2,52301,25068,17096,Available,11/23/18 0:00,11/24/18 0:00,Auto Nexus Pte Ltd,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Attraction,777,https://www.sgcarmart.com/used_cars/info.php?ID=775264&DL=3467,775264,3467,Audi,A3 Sedan 1.4A TFSI Attraction,Luxury Sedan,6/28/16 0:00,83600,9890,PARF Car,1395,Auto,55000,1,55200,25069,17097,Available,11/26/18 0:00,11/26/18 0:00,SQ Car Credit,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI Attraction,7124,https://www.sgcarmart.com/used_cars/info.php?ID=767320&DL=2198,767320,2198,Audi,A3 Sedan 1.4A TFSI Attraction,Luxury Sedan,5/30/16 0:00,92800,11220,PARF Car,1395,Auto,18000,1,47889,25124,17174,Available,11/12/18 0:00,11/12/18 0:00,Auto Midas (S) Pte Ltd,624, Premium Ad Car, Low Mileage Car
Audi A3 Sedan 1.4A TFSI Attraction,3382,https://www.sgcarmart.com/used_cars/info.php?ID=779841&DL=2961,779841,2961,Audi,A3 Sedan 1.4A TFSI Attraction,Luxury Sedan,5/27/16 0:00,81800,9770,PARF Car,1395,Auto,43000,1,47889,25095,17133,Available,11/23/18 0:00,11/23/18 0:00,Auto Nexus Pte Ltd,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,5380,https://www.sgcarmart.com/used_cars/info.php?ID=711643&DL=1286,711643,1286,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,3/16/16 0:00,85900,10350,PARF Car,1395,Auto,42000,1,45000,27589,20625,Available,11/18/18 0:00,11/18/18 0:00,Platinum Auto,624, Consignment Car,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,8064,https://www.sgcarmart.com/used_cars/info.php?ID=770843&DL=2003,770843,2003,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,2/29/16 0:00,86999,10560,PARF Car,1395,Auto,43000,1,44001,27607,20650,Available,11/6/18 0:00,11/27/18 0:00,Premium Automobiles,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,5320,https://www.sgcarmart.com/used_cars/info.php?ID=731322&DL=1079,731322,1079,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,11/30/15 0:00,85800,10760,PARF Car,1395,Auto,35000,1,60000,27642,20699,Available,11/19/18 0:00,11/19/18 0:00,Faster Auto Trading,624,,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,6445,https://www.sgcarmart.com/used_cars/info.php?ID=750264&DL=2003,750264,2003,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,9/30/15 0:00,84999,10910,PARF Car,1395,Auto,43500,1,55399,27621,20670,Available,11/15/18 0:00,11/26/18 0:00,Premium Automobiles,624,,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,10788,https://www.sgcarmart.com/used_cars/info.php?ID=708176&DL=2744,708176,2744,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,9/29/15 0:00,78800,10010,PARF Car,1395,Auto,37000,1,55399,27621,20670,Available,10/11/18 0:00,11/26/18 0:00,Autolynx Pte Ltd,624, Consignment Car,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,3919,https://www.sgcarmart.com/used_cars/info.php?ID=752514&DL=3047,752514,3047,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,6/26/15 0:00,78800,10790,PARF Car,1395,Auto,33600,1,66000,27574,15604,Available,11/27/18 0:00,11/27/18 0:00,Car House Enterprise (S) Pte Ltd,624, Premium Ad Car, Low Mileage Car
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,1653,https://www.sgcarmart.com/used_cars/info.php?ID=773482&DL=2875,773482,2875,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,4/28/15 0:00,76800,10740,PARF Car,1395,Auto,59000,1,67601,27642,15699,Available,11/25/18 0:00,11/25/18 0:00,Euro Performance Asia Pte Ltd,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,2022,https://www.sgcarmart.com/used_cars/info.php?ID=786239&DL=1229,786239,1229,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,11/28/14 0:00,69800,10370,PARF Car,1395,Auto,70000,1,67889,27195,15073,Available,11/24/18 0:00,11/26/18 0:00,BW Automobiles,624, Premium Ad Car,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,11846,https://www.sgcarmart.com/used_cars/info.php?ID=754914&DL=3003,754914,3003,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,9/10/14 0:00,86000,13560,PARF Car,1395,Auto,40800,1,64841,27205,15087,Available,9/22/18 0:00,9/22/18 0:00,F1 Auto Cars Pte Ltd,624, Low Mileage Car,
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,4606,https://www.sgcarmart.com/used_cars/info.php?ID=758479&DL=1034,758479,1034,Audi,A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,6/30/14 0:00,68800,10950,PARF Car,1395,Auto,55872,2,67290,27209,15093,Available,11/21/18 0:00,11/27/18 0:00,Classic Credit Pte Ltd,624,,
