make model,rid,source_url,id,dl,make,model,vehicle_type,car_registration_date,listing_price,depreciation,category_1,engine_cap,transmission,mileage,no_of_owners,coe,omv,arf,availability,posted_on,last_updated_on,company_name,road_tax,category_2,category_3
Honda Civic 1.5A VTEC Turbo Sunroof,8303,https://www.sgcarmart.com/used_cars/info.php?ID=771414&DL=3227,771414,3227,Honda,Civic 1.5A VTEC Turbo Sunroof,Mid-Sized Sedan,12/5/16 0:00,89800,9650,PARF Car,1498,Auto,23000,1,53001,26990,24786,Available,11/4/18 0:00,11/14/18 0:00,Creation Auto,684,,
Honda Civic 1.5A VTEC Turbo Sunroof,8831,https://www.sgcarmart.com/used_cars/info.php?ID=776972&DL=2904,776972,2904,Honda,Civic 1.5A VTEC Turbo Sunroof,Mid-Sized Sedan,11/16/16 0:00,103988,11550,PARF Car,1498,Auto,32980,1,56410,26342,23879,Available,10/31/18 0:00,11/22/18 0:00,Wheels Singapore Pte Ltd,684, Consignment Car,
Honda Civic 1.5A VTEC Turbo Sunroof,9639,https://www.sgcarmart.com/used_cars/info.php?ID=779129&DL=3028,779129,3028,Honda,Civic 1.5A VTEC Turbo Sunroof,Mid-Sized Sedan,10/3/16 0:00,87800,9680,PARF Car,1498,Auto,39000,1,49156,26078,23510,Available,10/24/18 0:00,11/26/18 0:00,360 VR Cars,684,,
Honda Civic 1.5A VTEC Turbo Sunroof,4987,https://www.sgcarmart.com/used_cars/info.php?ID=732600&DL=2688,732600,2688,Honda,Civic 1.5A VTEC Turbo Sunroof,Mid-Sized Sedan,9/15/16 0:00,88800,9880,PARF Car,1498,Auto,35000,1,51010,26055,23477,Available,11/20/18 0:00,11/23/18 0:00,Choon Hub Motor Pte Ltd,684, Premium Ad Car,
Honda Civic 1.6A VTi,2275,https://www.sgcarmart.com/used_cars/info.php?ID=786092&DL=2521,786092,2521,Honda,Civic 1.6A VTi,Mid-Sized Sedan,3/26/18 0:00,89000,8480,PARF Car,1597,Auto,13000,1,42339,19724,19724,Available,11/24/18 0:00,11/26/18 0:00,DM Pre-Owned Pte Ltd,742, Almost New Car,
Honda Civic 1.6A VTi,7822,https://www.sgcarmart.com/used_cars/info.php?ID=777680&DL=1000,777680,1000,Honda,Civic 1.6A VTi,Mid-Sized Sedan,11/6/17 0:00,93000,9300,PARF Car,1597,Auto,3200,1,44002,19584,19584,Available,11/8/18 0:00,11/8/18 0:00,,742, Direct Owner Sale, Low Mileage Car
Honda Civic 1.6A VTi,7908,https://www.sgcarmart.com/used_cars/info.php?ID=782262&DL=3482,782262,3482,Honda,Civic 1.6A VTi,Mid-Sized Sedan,2/13/17 0:00,81800,8670,PARF Car,1597,Auto,26500,1,48000,20818,21146,Available,11/7/18 0:00,11/21/18 0:00,NK Resources Pte Ltd,742,,
Honda Civic 1.6A VTi,3057,https://www.sgcarmart.com/used_cars/info.php?ID=758927&DL=1015,758927,1015,Honda,Civic 1.6A VTi,Mid-Sized Sedan,12/5/16 0:00,81800,8930,PARF Car,1597,Auto,25733,1,50000,20173,20243,Available,11/24/18 0:00,11/26/18 0:00,Yong Lee Seng Motor,742,,
Honda Civic 1.6A VTi,3674,https://www.sgcarmart.com/used_cars/info.php?ID=785658&DL=1000,785658,1000,Honda,Civic 1.6A VTi,Mid-Sized Sedan,11/30/16 0:00,79900,8710,PARF Car,1597,Auto,60937,1,53334,20173,20243,Available,11/23/18 0:00,11/25/18 0:00,,742, Direct Owner Sale,
Honda Civic 1.6A VTi,1028,https://www.sgcarmart.com/used_cars/info.php?ID=783731&DL=3084,783731,3084,Honda,Civic 1.6A VTi,Mid-Sized Sedan,7/13/10 0:00,25688,9060,PARF Car,1595,Auto,110099,3,31510,21930,21930,Available,11/26/18 0:00,11/26/18 0:00,Cars Image,740, Premium Ad Car,
Honda Civic 1.6A VTi,6913,https://www.sgcarmart.com/used_cars/info.php?ID=783424&DL=1000,783424,1000,Honda,Civic 1.6A VTi,Mid-Sized Sedan,6/1/10 0:00,25500,9630,PARF Car,1595,Auto,0,4,27389,21930,21930,Available,11/13/18 0:00,11/21/18 0:00,,740, Direct Owner Sale,
Honda Civic 1.6A VTi,4285,https://www.sgcarmart.com/used_cars/info.php?ID=522516&DL=2163,522516,2163,Honda,Civic 1.6A VTi,Mid-Sized Sedan,12/2/09 0:00,21500,10270,PARF Car,1595,Auto,98000,2,17189,22244,22244,Available,11/22/18 0:00,11/22/18 0:00,D&L Auto Trading,740,,
Honda Civic 1.6A VTi-S,10303,https://www.sgcarmart.com/used_cars/info.php?ID=777374&DL=1079,777374,1079,Honda,Civic 1.6A VTi-S,Mid-Sized Sedan,10/2/15 0:00,72800,9100,PARF Car,1598,Auto,77000,1,57089,20718,21006,Available,10/16/18 0:00,11/12/18 0:00,Faster Auto Trading,742,,
Honda Civic 1.6A VTi-S,10431,https://www.sgcarmart.com/used_cars/info.php?ID=760633&DL=2908,760633,2908,Honda,Civic 1.6A VTi-S,Mid-Sized Sedan,10/13/14 0:00,68000,9910,PARF Car,1598,Auto,118000,2,64600,19486,19486,Available,10/15/18 0:00,10/15/18 0:00,Carro,742, Consignment Car,
Honda Civic 1.6A VTi-S,10327,https://www.sgcarmart.com/used_cars/info.php?ID=777148&DL=1054,777148,1054,Honda,Civic 1.6A VTi-S,Mid-Sized Sedan,7/2/14 0:00,64800,9790,PARF Car,1598,Auto,66832,1,0,19960,19960,Available,10/15/18 0:00,11/15/18 0:00,Dickson Automobile,742,,
Honda Civic 1.6A VTi-S,2064,https://www.sgcarmart.com/used_cars/info.php?ID=784130&DL=2434,784130,2434,Honda,Civic 1.6A VTi-S,Mid-Sized Sedan,5/21/13 0:00,52800,9870,PARF Car,1598,Auto,93178,2,62999,17214,17214,Available,11/24/18 0:00,11/25/18 0:00,Bliss Auto,742,,
Honda Civic 1.6A VTi-S,1070,https://www.sgcarmart.com/used_cars/info.php?ID=786417&DL=2810,786417,2810,Honda,Civic 1.6A VTi-S,Mid-Sized Sedan,6/4/10 0:00,27000,9280,PARF Car,1595,Auto,136100,3,27389,25836,25836,Available,11/26/18 0:00,11/27/18 0:00,Hanns Auto,740,,
Honda Civic 1.6A VTi-S,81,https://www.sgcarmart.com/used_cars/info.php?ID=786712&DL=2080,786712,2080,Honda,Civic 1.6A VTi-S,Mid-Sized Sedan,5/5/10 0:00,24800,8470,PARF Car,1595,Auto,0,1,30000,25281,25281,Available,11/27/18 0:00,11/27/18 0:00,88 Motor Trading,740, Premium Ad Car,
Honda Civic 1.8A,2326,https://www.sgcarmart.com/used_cars/info.php?ID=786073&DL=2494,786073,2494,Honda,Civic 1.8A,Mid-Sized Sedan,12/15/09 0:00,22300,8780,PARF Car,1799,Auto,160000,2,19003,26221,26221,Available,11/24/18 0:00,11/24/18 0:00,Bee Huat Credit,978,,
Honda Civic 1.8A,3315,https://www.sgcarmart.com/used_cars/info.php?ID=785833&DL=2988,785833,2988,Honda,Civic 1.8A,Mid-Sized Sedan,12/7/09 0:00,22800,8240,PARF Car,1799,Auto,0,2,18002,28716,28716,Available,11/23/18 0:00,11/23/18 0:00,Muru Auto Trading,978,,
Honda Civic 1.8A,4845,https://www.sgcarmart.com/used_cars/info.php?ID=785050&DL=2026,785050,2026,Honda,Civic 1.8A,Mid-Sized Sedan,6/10/09 0:00,19500,9670,PARF Car,1799,Auto,164459,2,9180,28716,28716,Available,11/20/18 0:00,11/27/18 0:00,Corsica Trading,978,,
Honda Civic 1.8A,4643,https://www.sgcarmart.com/used_cars/info.php?ID=769059&DL=1054,769059,1054,Honda,Civic 1.8A,Mid-Sized Sedan,3/16/09 0:00,18800,,PARF Car,1799,Auto,0,2,5101,28786,28786,Available,11/21/18 0:00,11/21/18 0:00,Dickson Automobile,978,,
Honda Civic 1.8A VTi-S,11491,https://www.sgcarmart.com/used_cars/info.php?ID=768370&DL=1000,768370,1000,Honda,Civic 1.8A VTi-S,Mid-Sized Sedan,12/26/09 0:00,26000,10840,PARF Car,1799,Auto,138000,3,18267,28716,28716,Available,9/29/18 0:00,11/23/18 0:00,,978, Direct Owner Sale,
Honda Civic 1.8A VTi-S,1069,https://www.sgcarmart.com/used_cars/info.php?ID=786419&DL=2393,786419,2393,Honda,Civic 1.8A VTi-S,Mid-Sized Sedan,12/21/09 0:00,21800,8170,PARF Car,1799,Auto,111211,2,19003,26221,26221,Available (Pending)A buyer have paid a deposit for this car.,11/26/18 0:00,11/26/18 0:00,Jetsprint Auto Enterprises,978,,
Honda Civic 1.8A VTi-S,4956,https://www.sgcarmart.com/used_cars/info.php?ID=784986&DL=3365,784986,3365,Honda,Civic 1.8A VTi-S,Mid-Sized Sedan,11/20/09 0:00,23800,10730,PARF Car,1799,Auto,0,2,18389,26619,26619,Available,11/20/18 0:00,11/26/18 0:00,GOwheeler Pte Ltd,978, Premium Ad Car,
Honda Civic 1.8A VTi-S,4672,https://www.sgcarmart.com/used_cars/info.php?ID=785231&DL=3500,785231,3500,Honda,Civic 1.8A VTi-S,Mid-Sized Sedan,7/16/09 0:00,20999,12520,PARF Car,1799,Auto,0,4,16801,26221,26221,Available,11/20/18 0:00,11/23/18 0:00,Aero Garage Pte Ltd,978,,
Honda Civic 1.8A VTi-S,8509,https://www.sgcarmart.com/used_cars/info.php?ID=760231&DL=1054,760231,1054,Honda,Civic 1.8A VTi-S,Mid-Sized Sedan,3/27/09 0:00,18800,,PARF Car,1799,Auto,0,1,4889,27417,27417,Available,11/3/18 0:00,11/3/18 0:00,Dickson Automobile,978,,
Honda Civic 1.8A VTi-S,7774,https://www.sgcarmart.com/used_cars/info.php?ID=782487&DL=1068,782487,1068,Honda,Civic 1.8A VTi-S,Mid-Sized Sedan,3/24/09 0:00,16800,,PARF Car,1799,Auto,0,1,0,27417,27417,Available,11/8/18 0:00,11/24/18 0:00,Car Design Motor,978,,
Honda Civic 1.8A VTi-S,9795,https://www.sgcarmart.com/used_cars/info.php?ID=759207&DL=3311,759207,3311,Honda,Civic 1.8A VTi-S,Mid-Sized Sedan,3/4/09 0:00,18998,,PARF Car,1799,Auto,0,3,689,26671,26671,Available,10/22/18 0:00,10/22/18 0:00,Resolkar Pte Ltd,978, Premium Ad Car,
Honda Civic 1.8A VTi-S,10476,https://www.sgcarmart.com/used_cars/info.php?ID=576841&DL=1462,576841,1462,Honda,Civic 1.8A VTi-S,Mid-Sized Sedan,12/15/08 0:00,18888,,PARF Car,1799,Auto,128925,1,9898,22644,22644,Available,10/15/18 0:00,11/19/18 0:00,Easy Car Pte Ltd,978,,
Honda Civic 2.0A Si,7274,https://www.sgcarmart.com/used_cars/info.php?ID=778518&DL=1000,778518,1000,Honda,Civic 2.0A Si,Mid-Sized Sedan,7/21/09 0:00,21000,10470,PARF Car,1998,Auto,140000,2,16801,28518,28518,Available,11/11/18 0:00,11/11/18 0:00,,1210, Direct Owner Sale,
Honda Civic 2.0A Si,9914,https://www.sgcarmart.com/used_cars/info.php?ID=778426&DL=2984,778426,2984,Honda,Civic 2.0A Si,Mid-Sized Sedan,5/5/09 0:00,19800,,PARF Car,1998,Auto,0,2,689,29259,29259,Available,10/20/18 0:00,11/24/18 0:00,SG Car Choice Pte Ltd,1210,,
Honda Civic Hybrid 1.3A,316,https://www.sgcarmart.com/used_cars/info.php?ID=777735&DL=1143,777735,1143,Honda,Civic Hybrid 1.3A,Mid-Sized Sedan,10/4/10 0:00,28800,9910,PARF Car,1339,Auto,102688,3,33089,34788,20873,Available,11/27/18 0:00,11/27/18 0:00,Chen Chai Marketing,, Hybrid Cars,
Honda Civic Hybrid 1.3A,7630,https://www.sgcarmart.com/used_cars/info.php?ID=782484&DL=1000,782484,1000,Honda,Civic Hybrid 1.3A,Mid-Sized Sedan,7/15/10 0:00,28000,10900,PARF Car,1339,Auto,171000,3,30051,34100,20460,Available,11/9/18 0:00,11/23/18 0:00,,, Direct Owner Sale, Hybrid Cars
Honda Civic Hybrid 1.3A,4231,https://www.sgcarmart.com/used_cars/info.php?ID=777336&DL=2164,777336,2164,Honda,Civic Hybrid 1.3A,Mid-Sized Sedan,6/18/10 0:00,25800,10040,PARF Car,1339,Auto,105339,2,30051,33922,20354,Available,11/22/18 0:00,11/27/18 0:00,Cosmo Automobiles,, STA Evaluated Car, Hybrid Cars
Honda Civic Hybrid 1.3A,2609,https://www.sgcarmart.com/used_cars/info.php?ID=783940&DL=1001,783940,1001,Honda,Civic Hybrid 1.3A,Mid-Sized Sedan,6/7/10 0:00,25300,9880,PARF Car,1339,Auto,85530,2,27389,34100,20460,Available,11/24/18 0:00,11/25/18 0:00,Lake View Credit Pte Ltd,, Premium Ad Car, Hybrid Cars
Honda Civic Hybrid 1.3A,3889,https://www.sgcarmart.com/used_cars/info.php?ID=785662&DL=1172,785662,1172,Honda,Civic Hybrid 1.3A,Mid-Sized Sedan,5/17/10 0:00,26800,11280,PARF Car,1339,Auto,0,2,30000,34100,20460,Available,11/22/18 0:00,11/22/18 0:00,Auto Inn,, Hybrid Cars,
Honda Civic Hybrid 1.3A,9412,https://www.sgcarmart.com/used_cars/info.php?ID=776281&DL=2741,776281,2741,Honda,Civic Hybrid 1.3A,Mid-Sized Sedan,1/22/10 0:00,23800,11840,PARF Car,1339,Auto,125117,3,20501,33922,20354,Available,10/26/18 0:00,11/13/18 0:00,SG Carhub Pte Ltd,, Hybrid Cars,
Honda Civic Hybrid 1.3A,980,https://www.sgcarmart.com/used_cars/info.php?ID=786452&DL=2797,786452,2797,Honda,Civic Hybrid 1.3A,Mid-Sized Sedan,8/27/09 0:00,16800,8080,PARF Car,1339,Auto,108000,2,15019,35920,21552,Available,11/26/18 0:00,11/26/18 0:00,LTL Motoring,, Consignment Car, Hybrid Cars
Honda Civic Hybrid 1.5A,5786,https://www.sgcarmart.com/used_cars/info.php?ID=783271&DL=2290,783271,2290,Honda,Civic Hybrid 1.5A,Mid-Sized Sedan,12/26/13 0:00,55800,9830,PARF Car,1497,Auto,70000,2,72609,24818,11746,Available,11/17/18 0:00,11/17/18 0:00,Zion Auto Gallery,, Premium Ad Car, Hybrid Cars
Honda Civic Hybrid 1.5A,9911,https://www.sgcarmart.com/used_cars/info.php?ID=778475&DL=1079,778475,1079,Honda,Civic Hybrid 1.5A,Mid-Sized Sedan,6/28/13 0:00,54800,9780,PARF Car,1497,Auto,99000,1,67301,30704,19986,Available,10/20/18 0:00,11/12/18 0:00,Faster Auto Trading,, Hybrid Cars,
Honda Civic Hybrid 1.5A,6502,https://www.sgcarmart.com/used_cars/info.php?ID=779302&DL=1000,779302,1000,Honda,Civic Hybrid 1.5A,Mid-Sized Sedan,7/11/12 0:00,42800,9430,PARF Car,1497,Auto,0,2,59004,28956,17374,Available,11/15/18 0:00,11/15/18 0:00,,, Direct Owner Sale, Hybrid Cars
Honda Civic Type-R 2.0M VTEC Turbo GT,6641,https://www.sgcarmart.com/used_cars/info.php?ID=783734&DL=2138,783734,2138,Honda,Civic Type-R 2.0M VTEC Turbo GT,Sports Car,2/27/18 0:00,169700,15420,PARF Car,1996,Manual,14700,2,39000,44262,53967,Available,11/14/18 0:00,11/24/18 0:00,RNJ Motoring,1208, Almost New Car,
Honda Civic Type-R 2.0M VTEC Turbo GT,5309,https://www.sgcarmart.com/used_cars/info.php?ID=742164&DL=2318,742164,2318,Honda,Civic Type-R 2.0M VTEC Turbo GT,Sports Car,12/29/17 0:00,173888,16080,PARF Car,1996,Manual,4088,1,49189,45337,55472,Available,11/19/18 0:00,11/27/18 0:00,Gold Flames Investments,1208, Almost New Car, Low Mileage Car
Honda Civic Type-R 2.0M VTEC Turbo GT,1138,https://www.sgcarmart.com/used_cars/info.php?ID=786399&DL=3350,786399,3350,Honda,Civic Type-R 2.0M VTEC Turbo GT,Sports Car,12/1/17 0:00,137800,12930,PARF Car,1996,Auto,16000,1,57501,36035,42449,Available,11/26/18 0:00,11/27/18 0:00,Supreme Cars Pte Ltd,1208, Almost New Car,
Honda Civic Type-R 2.0M VTEC Turbo GT,7100,https://www.sgcarmart.com/used_cars/info.php?ID=745846&DL=2080,745846,2080,Honda,Civic Type-R 2.0M VTEC Turbo GT,Sports Car,9/8/16 0:00,119800,12810,PARF Car,1996,Manual,0,3,56889,34365,40111,Available,11/12/18 0:00,11/19/18 0:00,88 Motor Trading,1208,,
Honda Civic Type-R 2.0M VTEC Turbo GT,9366,https://www.sgcarmart.com/used_cars/info.php?ID=618162&DL=1162,618162,1162,Honda,Civic Type-R 2.0M VTEC Turbo GT,Sports Car,8/8/16 0:00,131000,14220,PARF Car,1996,Manual,18000,1,38610,36446,43025,Available,10/27/18 0:00,10/27/18 0:00,Singapore Automobile.com,1208, Low Mileage Car,
Honda Crossroad 1.8A L,2300,https://www.sgcarmart.com/used_cars/info.php?ID=766799&DL=1013,766799,1013,Honda,Crossroad 1.8A L,SUV,3/17/10 0:00,26800,12390,PARF Car,1799,Auto,0,2,23889,21343,21343,Available,11/24/18 0:00,11/24/18 0:00,Shuang Hup Credit,978, Premium Ad Car,
Honda CR-V 2.0A,8361,https://www.sgcarmart.com/used_cars/info.php?ID=781714&DL=2197,781714,2197,Honda,CR-V 2.0A,SUV,3/30/10 0:00,30500,11060,PARF Car,1997,Auto,161300,1,26389,31413,31413,Available,11/3/18 0:00,11/26/18 0:00,Juzt Carz Auto,1210,,
Honda CR-V 2.0A,8464,https://www.sgcarmart.com/used_cars/info.php?ID=776612&DL=1000,776612,1000,Honda,CR-V 2.0A,SUV,3/25/10 0:00,30900,11110,PARF Car,1997,Auto,80058,2,26389,32395,32395,Available,11/3/18 0:00,11/27/18 0:00,,1210, Direct Owner Sale, Low Mileage Car
Honda CR-V 2.0A,5167,https://www.sgcarmart.com/used_cars/info.php?ID=729723&DL=1238,729723,1238,Honda,CR-V 2.0A,SUV,2/1/10 0:00,30800,11790,PARF Car,1997,Auto,120000,2,22400,33817,33817,Available,11/19/18 0:00,11/24/18 0:00,Zenith Automobile,1210,,
Honda CR-V 2.4A Sunroof,8080,https://www.sgcarmart.com/used_cars/info.php?ID=765006&DL=1463,765006,1463,Honda,CR-V 2.4A Sunroof,SUV,11/21/16 0:00,107999,11480,PARF Car,2354,Auto,36000,1,56410,28995,32593,Available,11/6/18 0:00,11/26/18 0:00,Premium Automobiles,1628, Premium Ad Car,
Honda CR-V 2.4A Sunroof,3759,https://www.sgcarmart.com/used_cars/info.php?ID=757900&DL=2650,757900,2650,Honda,CR-V 2.4A Sunroof,SUV,10/28/16 0:00,99800,10540,PARF Car,2354,Auto,30200,1,55501,28995,32593,Available,11/23/18 0:00,11/25/18 0:00,SKL Automobile Pte Ltd,1628, STA Evaluated Car,
Honda CR-V 2.4A Sunroof,1606,https://www.sgcarmart.com/used_cars/info.php?ID=719516&DL=1009,719516,1009,Honda,CR-V 2.4A Sunroof,SUV,9/14/16 0:00,103900,11230,PARF Car,2354,Auto,29373,1,56500,28995,32593,Available,11/25/18 0:00,11/25/18 0:00,Thong Lee Trading Pte Ltd,1628, Premium Ad Car,
Honda CR-V 2.4A Sunroof,6302,https://www.sgcarmart.com/used_cars/info.php?ID=750579&DL=2908,750579,2908,Honda,CR-V 2.4A Sunroof,SUV,2/4/16 0:00,90000,10120,PARF Car,2354,Auto,25000,1,61103,30294,34412,Available,11/15/18 0:00,11/15/18 0:00,Carro,1628, Premium Ad Car, Low Mileage Car
Honda CR-V 2.4A Sunroof,17,https://www.sgcarmart.com/used_cars/info.php?ID=743357&DL=3197,743357,3197,Honda,CR-V 2.4A Sunroof,SUV,12/1/15 0:00,95800,11210,PARF Car,2354,Auto,25000,1,61103,30266,34373,Available,11/27/18 0:00,11/27/18 0:00,Dart Alliance Automobile Pte Ltd,1628, Low Mileage Car,
Honda CR-V 2.4A Sunroof,7579,https://www.sgcarmart.com/used_cars/info.php?ID=755159&DL=3017,755159,3017,Honda,CR-V 2.4A Sunroof,SUV,10/12/15 0:00,92800,11170,PARF Car,2354,Auto,46218,1,61300,28587,32022,Available,11/9/18 0:00,11/22/18 0:00,Accendore Autolution Pte Ltd,1628,,
Honda CR-V 2.4A Sunroof,10442,https://www.sgcarmart.com/used_cars/info.php?ID=751832&DL=1054,751832,1054,Honda,CR-V 2.4A Sunroof,SUV,8/6/15 0:00,94800,11770,PARF Car,2354,Auto,49000,1,58109,28587,32022,Available,10/15/18 0:00,11/15/18 0:00,Dickson Automobile,1628, STA Evaluated Car,
Honda CR-V 2.4A Sunroof,6130,https://www.sgcarmart.com/used_cars/info.php?ID=784155&DL=1213,784155,1213,Honda,CR-V 2.4A Sunroof,SUV,7/28/15 0:00,88800,10850,PARF Car,2354,Auto,52000,1,65501,29172,32841,Available,11/16/18 0:00,11/27/18 0:00,Republic Auto,1628,,
Honda CR-V 2.4A Sunroof,7469,https://www.sgcarmart.com/used_cars/info.php?ID=742224&DL=2199,742224,2199,Honda,CR-V 2.4A Sunroof,SUV,6/4/15 0:00,92800,11710,PARF Car,2354,Auto,46188,2,75002,29172,32841,Available,11/10/18 0:00,11/25/18 0:00,Car House Pte Ltd,1628,,
Honda CR-V 2.4A Sunroof,1828,https://www.sgcarmart.com/used_cars/info.php?ID=784748&DL=3345,784748,3345,Honda,CR-V 2.4A Sunroof,SUV,3/31/15 0:00,85000,11160,PARF Car,2354,Auto,66000,1,68668,25982,28375,Available,11/25/18 0:00,11/25/18 0:00,Inchcape Pre-Owned,1628, Premium Ad Car,
Honda CR-V 2.4A Sunroof,626,https://www.sgcarmart.com/used_cars/info.php?ID=781868&DL=1000,781868,1000,Honda,CR-V 2.4A Sunroof,SUV,3/13/15 0:00,87000,11220,PARF Car,2354,Auto,0,2,72890,29172,32841,Available,11/27/18 0:00,11/27/18 0:00,,1628, Direct Owner Sale,
Honda CR-V 2.4A Sunroof,1763,https://www.sgcarmart.com/used_cars/info.php?ID=782781&DL=2626,782781,2626,Honda,CR-V 2.4A Sunroof,SUV,8/25/10 0:00,37800,11180,PARF Car,2354,Auto,118125,2,34600,36634,36634,Available,11/25/18 0:00,11/27/18 0:00,Henly Enterprises Co,1628,,
Honda CR-V 2.4A Sunroof,4882,https://www.sgcarmart.com/used_cars/info.php?ID=783297&DL=1032,783297,1032,Honda,CR-V 2.4A Sunroof,SUV,2/1/10 0:00,29900,9830,PARF Car,2354,Auto,104254,2,22400,36634,36634,Available,11/20/18 0:00,11/20/18 0:00,Mayfair Motoring,1628, Premium Ad Car,
Honda CR-V 2.4A Sunroof,6435,https://www.sgcarmart.com/used_cars/info.php?ID=783926&DL=1000,783926,1000,Honda,CR-V 2.4A Sunroof,SUV,12/29/09 0:00,29600,9500,PARF Car,2354,Auto,84200,3,17889,38590,38590,Available,11/15/18 0:00,11/27/18 0:00,,1628, Direct Owner Sale, Low Mileage Car
Honda Fit 1.3A,4880,https://www.sgcarmart.com/used_cars/info.php?ID=785030&DL=1053,785030,1053,Honda,Fit 1.3A,Hatchback,3/30/11 0:00,25500,7790,PARF Car,1339,Auto,0,1,43813,14592,14592,Available,11/20/18 0:00,11/20/18 0:00,Car Times Automobile Pte Ltd,590,,
Honda Fit 1.3A G,6651,https://www.sgcarmart.com/used_cars/info.php?ID=783722&DL=2523,783722,2523,Honda,Fit 1.3A G,Hatchback,11/25/13 0:00,46800,8480,PARF Car,1339,Auto,0,2,74991,13892,8892,Available,11/14/18 0:00,11/14/18 0:00,Urban Motors Pte Ltd,590,,
Honda Fit 1.3A G,2961,https://www.sgcarmart.com/used_cars/info.php?ID=774870&DL=2792,774870,2792,Honda,Fit 1.3A G,Hatchback,7/7/11 0:00,29800,8530,PARF Car,1339,Auto,69957,1,55989,15128,15128,Available,11/24/18 0:00,11/27/18 0:00,Sincere Motoring Pte Ltd,590, Premium Ad Car, Low Mileage Car
Honda Fit 1.3A G,901,https://www.sgcarmart.com/used_cars/info.php?ID=786474&DL=2792,786474,2792,Honda,Fit 1.3A G,Hatchback,1/26/10 0:00,17188,8520,PARF Car,1339,Auto,94461,1,20501,14570,14570,Available,11/26/18 0:00,11/27/18 0:00,Sincere Motoring Pte Ltd,590, Premium Ad Car,
Honda Fit 1.3A G,4100,https://www.sgcarmart.com/used_cars/info.php?ID=785558&DL=1129,785558,1129,Honda,Fit 1.3A G,Hatchback,1/22/10 0:00,14900,7240,OPC Car,1339,Auto,54415,3,3501,13140,13140,Available,11/22/18 0:00,11/27/18 0:00,Swee Watt Motor Trading,90, PARF Car, Low Mileage Car
Honda Fit 1.3A G,781,https://www.sgcarmart.com/used_cars/info.php?ID=758076&DL=2493,758076,2493,Honda,Fit 1.3A G,Hatchback,11/6/09 0:00,17000,9200,PARF Car,1339,Auto,0,2,16747,16703,16703,Available,11/26/18 0:00,11/27/18 0:00,Trust Motor Trading,590,,
Honda Fit 1.3A G,6793,https://www.sgcarmart.com/used_cars/info.php?ID=783638&DL=1068,783638,1068,Honda,Fit 1.3A G,Hatchback,9/17/09 0:00,12800,8740,PARF Car,1339,Auto,3,3,11414,11564,11564,Available,11/13/18 0:00,11/24/18 0:00,Car Design Motor,590, Low Mileage Car,
Honda Fit 1.3A G,11537,https://www.sgcarmart.com/used_cars/info.php?ID=730354&DL=3214,730354,3214,Honda,Fit 1.3A G,Hatchback,6/4/09 0:00,15800,25920,OPC Car,1339,Auto,50000,2,0,14255,5044,Available,9/29/18 0:00,10/1/18 0:00,Car Search,90, PARF Car, Consignment Car
Honda Fit 1.3A G,8960,https://www.sgcarmart.com/used_cars/info.php?ID=765637&DL=2741,765637,2741,Honda,Fit 1.3A G,Hatchback,1/22/09 0:00,10000,,PARF Car,1339,Auto,131199,5,0,13589,13589,Available,10/30/18 0:00,10/30/18 0:00,SG Carhub Pte Ltd,590,,
Honda Fit 1.3A G,4376,https://www.sgcarmart.com/used_cars/info.php?ID=785405&DL=2741,785405,2741,Honda,Fit 1.3A G,Hatchback,12/16/08 0:00,9800,,PARF Car,1339,Auto,131019,4,14889,11446,11446,Available,11/21/18 0:00,11/21/18 0:00,SG Carhub Pte Ltd,590,,
Honda Fit 1.3A G Skyroof,8142,https://www.sgcarmart.com/used_cars/info.php?ID=781953&DL=3383,781953,3383,Honda,Fit 1.3A G Skyroof,Hatchback,9/24/10 0:00,23000,8320,PARF Car,1339,Auto,127000,2,30001,15630,15630,Available,11/5/18 0:00,11/27/18 0:00,Audax Auto Pte Ltd,590, Premium Ad Car,
Honda Fit 1.3A G Skyroof,11095,https://www.sgcarmart.com/used_cars/info.php?ID=775017&DL=2563,775017,2563,Honda,Fit 1.3A G Skyroof,Hatchback,10/26/09 0:00,18000,11150,PARF Car,1339,Auto,75000,1,2953,16370,15717,Available,10/5/18 0:00,11/26/18 0:00,Prem Roy Motoring,590, Consignment Car, Low Mileage Car
Honda Fit 1.3A G Skyroof,9775,https://www.sgcarmart.com/used_cars/info.php?ID=778749&DL=3214,778749,3214,Honda,Fit 1.3A G Skyroof,Hatchback,8/7/09 0:00,13800,8920,PARF Car,1339,Auto,139000,2,15291,15282,15282,Available,10/22/18 0:00,11/21/18 0:00,Car Search,590, Consignment Car,
Honda Fit 1.3A GF,2043,https://www.sgcarmart.com/used_cars/info.php?ID=763566&DL=1127,763566,1127,Honda,Fit 1.3A GF,Hatchback,6/26/18 0:00,68800,6920,PARF Car,1317,Auto,0,1,36890,14984,5000,Available,11/24/18 0:00,11/27/18 0:00,Prime Motor & Leasing,578, Almost New Car,
Honda Fit 1.3A GF,10206,https://www.sgcarmart.com/used_cars/info.php?ID=759850&DL=1127,759850,1127,Honda,Fit 1.3A GF,Hatchback,6/26/18 0:00,68800,6920,PARF Car,1317,Auto,60,1,36890,14535,5000,Available,10/17/18 0:00,11/27/18 0:00,Prime Motor & Leasing,578, Almost New Car, Low Mileage Car
